"name","reviewCount","rating","published","title","content"
"Claus Deichgraeber",6,55,2022-10-04,"Stor anbefaling<U+0001F929>","Har haft Home Sønderborg til at stå for salget sf mit hus.Har ikke fortrudt et split sekund at det var Home jeg valgte. De har været yderst professionelle og fantastisk dygtige til deres arbejde. Tak til Home for jeres fantastiske samarbejde <U+0001F64F><U+0001F3FB>"
"Linda ",7,55,2022-11-01,"Home Taastrup -hurtigt salg og køb","Home Taastrup fik solgt min lejlighed hurtigt, og dehjælp mig meget igennem hele processen. Folte mig som jeg er i gode hænderne.Det tog dem hellere ikke så længe til at finde mit næste ""home""."
"Christian Haakonsen",1,55,2022-09-03,"Home i Ishøj/Vallensbæk","Home i Ishøj/Vallensbæk har hjulpet os med at sælge vores rækkehus, vi har været meget glade lige fra første besøg og igennem hele salgsperioden og deres meget høje arrangement til alle på kontoret.Vi kan kun give Home Ishøj/Vallensbæk vores bedste anbefalinger og vil helt sikkert benytte dem en anden gang."
"Klaus",2,55,2022-12-07,"Effektiv,ærlig og…","Effektiv,ærlig og resultatorienteret....Solgte på 7 mdr og blev hjulpet og servicet på højt plan hele vejen"
"Lene Burup",1,55,2022-09-05,"Home i Farum.","Home i Farum.Meget professionel, men også meget personlig behandling både i forbindelse med vurdering af hus, aftale om salg, fremvisninger og opfølgning. I særdeleshed skal graden af løbende information og tilbagemeldinger på fremvisninger fremhæves. Vi har som sælgere følt os meget trygge i processen."
"ulrik",1,55,2022-12-03,"Ronnie i Home Frederiksberg har gjort…","Ronnie i Home Frederiksberg har gjort et super job i forbindelse med salget af vores lejlighed. Kompetent og proffesionel"
"Helle Lykke Nielsen",1,55,2022-11-14,"Solgt på 35 dage!!","Home Ikast har solgt vores hus på 35 dage, de har været på og været sindsyg gode til at informere om fremvisninger og hvad der ellers skulle ske. De kan klart anbefales."
"Linda Møller Jensen",13,55,2022-11-03,"Home Kastrup,Tårnby & Dragør","Home Kastrup,Tårnby & Dragør. En super god oplevelse og professionel behandling af vores sag med fokus på kunden 100%. Det er 4. Gang vi anvender dem og vil til enhver tid anbefale dem."
"Pauline Schröter",2,55,2022-11-08,"Home Grindsted leverer den bedste…","Home Grindsted leverer den bedste service i forbindelse med salg af hus. Vi er yderst tilfredse med oplevelsen. De er hurtige, effektive, altid til at få fat i og meget dygtige."
"Henrik Kruse",4,55,2022-11-22,"God oplevelse af salget af mit barndoms hjem","God service samt grundig gennemgang hvad der sker om aktiviteter om huset og håndtering af bud på huset kan kun anbefales home skibhusvej Mvh Henrik kruse"
"Kenneth, Vedbæk",12,55,2022-10-17,"Fantastisk kundeoplevelse!","Home Hørsholm - RungstedFantastisk kundeoplevelse!En helt igennem professionel og meget serviceminded behandling i hele processen. Meget effektive, hurtige og fleksible - mere end forventeligt. Stor tak til Dejan."
"KA",6,25,2022-08-26,"De yder god hjælp til at finde en…","De yder god hjælp til at finde en bolig, men når man så har fundet en og har været igennem reservationsprocessen og derefter venter på et svar, giver de ikke en update på om man blev tildelt en bolig eller ej. Du venter på et svar du aldrig får medmindre du selv tager initiativet til at spørge dem flere gange."
"Niels Elmegaard",9,55,2022-10-21,"Glimrende oplevelse ved Home Højbjerg","Glimrende oplevelse ved Home Højbjerg, hvor alting klappede i et ellers svært marked. Det er svært at pege på, hvordan Home kunne have gjort det meget bedre, hvor vi var meget trygge gennem hele forløbet."
"Søren Pedersen",2,55,2022-09-07,"En super oplevelse !","Vores oplevelse med Home har været helt igennem perfekt. Salgsstrategien, gennemførslen, billederne har bare været helt rigtig fra start til slut. Så vi kan kun give vores varmeste anbefalinger til Home Brædstrup ! Morten og hans team har udført et rigtig godt stykke arbejde."
"Daniel Vengel Jensen",4,55,2022-08-29,"Home Hvidovre","Vi har lige solgt vores hus i Hvidovre og har haft en rigtig god oplevelse med at bruge Home Hvidovre som ejendomsmægler. Huset blev solgt på få uger og hele processen fra Home's side gik meget let, godt hjulpet på vej af fremragenede kommunikation og høj kundeservice. Kan absolut anbefales."
"Dorte Skadborg",19,55,2022-09-17,"Home Thisted","Home Thisted. Jeg har fået en fantastisk behandling af Home i Thisted.Som helt ny sælger har jeg hele vejen følt mig hørt og grundig vejledt. Lige fra den første samtale i huset, hvor vi gik det hele igennem og ved besøg i butikken, så har jeg oplevet mig godt taget imod. Salgsopstillingen var jeg også meget tilfreds med. Jeg blev desuden tilbudt hjælp, til at se mit hus med købers øjne, så jeg fik ryddet lidt af vejen. Det gav nogle rigtige gode billeder. Jeg har hele tiden kendt det næste skridt i processen og det har for mig været en tryg oplevelse. Jeg vil til enhver tid anbefale Home i Thisted"
"“ Signe Maria Minsker”",6,15,2022-11-24,"Et review som Trustpilot ikke må fjerne","Det er det sidste man skal gøre hvis  man vil kommme godt hjem; gå til Home. Eller det sidste jeg skal gøre. Home prøver sammen med store dele af Danmark at få mig slået ihjel. Gang på gang har jeg fået lejemål i nybyggeri hvor ALT kan høres til 1 eller naboer. Og fra de lejligheder hvor ALT kan høres til bliver jeg så stalket ud. Duer stalkkingen ikke tilkalder nan politiet om at jeg er sindsyg eller opfører mig sindsygt. Og så anklager man mig fpr ting der ikke er ulovlige og jeg aldrig har gjort for at sætte mig på gaden og tage mine penge. Jeg hsr efterkånden CPTSD af eksteeme grader af overlast pga en smædekampagme der gør at man prøver at frame mig for hvad som helst, og ja, få mig slået ihjel. For det her kan jeg ikke, og har ikke overlevet. Man bruger rugterne til at sige. Der bliver ikke bygget ulovligt papmache over hele kbh. Der er kun en tosse der udtaleser. Og samtidigt er man med til at dække over landets største overgrebsscandale med mere overgreb. Nu på Gl.Jernbanevej 29 i Valby"
"Inga Midtgaard",49,55,2022-10-24,"Fantastisk god service og professionel","Fantastisk god service og professionel, men samtidig god personlig kontakt med mægler. God vejledning, hurtig salg af vores hus. Overskuelig købskontrakt.Home- Hedensted solgte vores hus på 25 dage"
"Nicoline Vid Stein Lynge",3,55,2022-11-24,"Tak for professionel og kompetent…","Tak for professionel og kompetent rådgivning. Vi har følt os trygge gennem hele salgsprocessen og vil anbefale Home Dalum til andre."
"MrThefloopster",14,15,2022-10-26,"Fortsætter med at kontakte via mail","Fortsætter med at kontakte via mail, sms og telefon selvom man har frabedt sig kontakt ved download af salgsdokumenter. Man kan ikke lukke konto på MyHome som bliver automatisk oprettet."
"Janne Sorgenfri",2,55,2022-09-23,"Home Haderslev solgte mit rækkehus på…","Home Haderslev solgte mit rækkehus på under to måneder. Gennem hele forløbet var de serviceminded, der lå en klar strategi for forløbet, og jeg fik løbende de informationer jeg havde brug for. Helt igennem godt og ukompliceret forløb."
"Jan Lorenzen",15,55,2022-10-17,"Home Svanemøllen","Home Svanemøllen, Østerbro , KBHSupergod dialog og opfølgning . Selvom det har været en presset periode m.h.t. stadige sværere vilkår og muligheder for et salg, følte vi stor tryghed i processen."
"Anne DJ",41,55,2022-08-28,"Home-Gilleleje: Kan varmt anbefales","Ét er at få solgt sit sommerhus på 17 dage, noget andet er at få det solgt over udbudsprisen. Noget helt tredje er at have en super salgsproces. Der skal lyde en stor tak til alle ved Home-Gilleleje.Jeg er dog også nødt til specifikt at nævne mægler Allan Frydensbjerg ved Home-Gilleleje. Stor ros til det solide arbejde han har gennemført vedrørende salget af mit sommerhus. Jeg haft en super god kommunikation med Allan gennem hele perioden. Tusind tak for at holde din sælger så godt orienteret.Så jeg kan kun på det varmeste anbefale Home-Gilleleje, hvis du har noget du skal have solgt på de kanter."
"John Byrne",1,55,2022-09-15,"Så er den HOME","Så er den HOME. Et fremragende team på højeste niveau. Vi kan ikke give mindre end de 5 stjerner, flinke og dygtige mennesker der virkelig kan deres kram. Solgt på en måned. Tusind tak for jeres arbejdsindsats. Mvh. Jack og Samang"
"Pia A.",2,55,2022-09-15,"Home Varde får den største anbefaling…","Home Varde får den største anbefaling herfra! De har gjort et fantastisk stykke arbejde med at sælge vores hus <U+0001F601><U+0001F44D> Mega professionelle, har styr på tingene og altid klar med råd og vejledning når man har brug for det <U+0001F4AA><U+0001F4AA>"
"Ole johansen",1,55,2022-09-21,"Hus salg","Må sige at Home Glostrup gør et fremragende stykke arbejde de er hjælpsomme og arbejder ben hårdt på at gøre alt for deres kunder de får mine varmeste anbefalinger og 6 store stjerner med venlig hilsen Ole Johansen."
"Arne Hindsig",14,55,2022-11-25,"Super fin behandling først ved køb i…","Super fin behandling først ved køb i 2021, og nu hvor de har solgt vores sommerbolig pr. 31.12.2022.Kan kun anbefales."
"Heidi ",1,55,2022-09-19,"Home","Home, Nørresundby er og bliver bare Aalborgs bedste mægler. Jeg har benyttet mig af Jeppe og teamet ved 2 salg og 1 køb og jeg er ikke blevet skuffet en eneste gang. Vores rækkehus blev solgt i budrunde efter 1 uge, vores villa har stået til salg i 22 dage, men absolut ikke stille i forhold til fremvisninger. I dag har vi underskevet købsaftalen og alt har bare forløbet fuldstændig fantastisk!Da vi købte gennem Home var vi lige så trygge i handlen som ved vores salg. Alt er gennemsigtigt og ordentligt. Der er den bedste dialog og jeg har kun mødt imødekommenhed.Jeg vil til en hver tid anbefale Home, Nørresundby. Derudover vil de altid være mit 1 valg, næste gang jeg skal handle bolig."
"Mia Petersen",7,55,2022-09-16,"Salg og køb hos Home solrød afd.","I foråret solgte vi vores hus i gennem 26 år, vi ville forfølge vores drøm om en skøn Lejlighed for enden af regnbuen, vi var heldige og få super kvalificeret hjælp af Home I solrød <U+0001F600> en særlig tak til Mikkel som tog os i hånden hele vejen , tålmodigt svarede han på alle vores spørgsmål og bekymringer,  ALTID tilgængelig, selv på sin ferie, mere end man kan forlange .. Holdt sine løfter og aftaler til punkt og prikke. En særlig tak Cecilie som viste vores hus frem på bedste vis :-) ..Nu er vi ved vejs ende og har både solgt og købt takket være Mikkel som guidet os igennem alle processerne.. tak til Mikkel,  Cecilie og home solrød afd. for et rigtig godt samarbejde <U+0001F600> Bedste  hilsner finn og Mia"
"Mimi Hansen",34,55,2022-11-23,"Det var en helt Fantas behandling vi…","Det var en helt Fantas behandling vi har fået her i Nyborg af ""vores"" mand Kasper. Han er enhver svigermors drøm<U+0001F917><U+0001F388><U+0001F1E9><U+0001F1F0>"
"Henriette ",13,55,2022-09-27,"Home Kerteminde er fantastisk","Føltes os grundigt informeret og taget i hånden hele vejen. Super professionelt arbejde og så er de tilmeld super søde i Home Kerteminde. De solgte vores hus på 3 mdr til trods for at vi havde gasfyr."
"Julia Grig",1,55,2022-08-31,"Det har været en fornøjelse at sælge…","Det har været en fornøjelse at sælge min lejlighed gennem Home Christianshavn. Kompetente, dynamiske og imødekommende mæglere, professionel rådgivning, kommunikation på et højt niveau, hurtigt og effektivt. Kan varmt anbefales."
"Joachim",4,55,2022-12-09,"Hele vejen igennem professionelt","Hele vejen igennem professionelt! God hjælp i hele processen og huset solgt på en uge."
"Søren  Lindhardtsen",6,55,2022-09-22,"HOME i Svendborg er ungt og dynamisk…","HOME i Svendborg er ungt og dynamisk team.Vi har oplevet en meget professionel og meget aktiv indsats for at sælge vores hus. Vi har mødt forståelse og fået en meget grundig orientering om handlen."
"Bjarne Jørgensen",1,55,2022-10-04,"Home Odense N","Home Odense NGod oplevelse med salget af vores rækkehus i Odense N. Rigtig godt samarbejde og god kommunikation med alle hos HomeEndelig handel efter 4 uger og solgt til udbudspris<U+0001F60A><U+0001F60A>"
"Torben",46,55,2022-12-13,"Dygtig mægler","Super god behandling af Home i VejleHurtig handel og faglig dygtig mægler"
"Niels Jensen",1,55,2022-10-20,"Fantastisk oplevelse !","Fantastisk oplevelse at lade Home Hammel sælge vores ejendom. Troværdig og seriøs mægler. Effektiv og hurtig, men alligevel grundig. Kan varmt anbefales. Niels Jensen"
"ole larsen",12,25,2022-10-12,"Home i Holbæk var aktive ved salg","Home i Holbæk var aktive ved salg, men så snart de har fået deres penge, og dem trak de med det samme, har man ikke kunne få nogen svar inden overtagelse, meget dårlig service"
"Heino Sørensen",3,55,2022-10-10,"Home Sæby har leveret en god og…","Home Sæby har leveret en god og professionel salgs oplevelse. Vores hus har taget lang tid at sælge, men hele tiden har de holdt kontakt til os, for at sikre den bedste service."
"Turid Madsen",4,55,2022-09-01,"Helt fra første møde med Trine","Helt fra første møde med Trine, HOME Assentoft har jeg oplevet en yderst professionel, engageret og positiv ejendomsmægler. Trine er altid til at få fat i hvis man har spørgsmål, og hun svarer altid hurtigt tilbage, hvis man skriver. Indimellem tænker man om hun slet ikke sover, eller om hun sælger huse i døgndrift, vi har fået en del mails korrespondance sendt om natten. Efter åben hus arrangement og fremvisninger vender hun hurtigt tilbage med spørgsmål, bud mm. Trine er som ejendomsmægler en FIGHTER og hun har min dybeste respekt. Tak fordi I hjalp med vores hus salg og også Tak fordi I endte med at være mægler på min fremtidige bolig, Tak til Trine og hele jeres fantastiske Team af medarbejdere."
"Lise Halskov",1,55,2022-08-22,"Tak til Home i Vanløse","Home i Vanløse har hjulpet mig med at sælge min lejlighed, og lige fra begyndelsen har det været en god og tryg oplevelse.De har taget sig masser af tid til at snakke med mig om mine bekymringer og overvejelser i forbindelse med salget, og da jeg havde været uheldig med tidligere forsøg på at sælge lejligheden hos en anden mægler, hvor to forskellige kunder sprang fra, efter at have underskrevet købsaftale, var der rigeligt af bekymringer.Men hos Home har jeg følt mig sikker på at vi nok skulle nå i mål. Og det er nu også lykkedes. Efter to måneder hos Home er lejligheden solgt, med kort overtagelsesfrist og et ganske lille afslag. Jeg kunne ikke have håbet på et bedre udfald."
